approved_symbol,hgnc_id,evidence_count,list_count,00_InhousePanels,01_PanelApp,02_HPO,03_DiagnosticPanels,04_COSMIC
SLC25A11,10981,2,3,NULL,TRUE,TRUE,FALSE,NULL
SLC26A3,3018,0,1,NULL,FALSE,NULL,NULL,NULL
SMAD9,6774,0,1,NULL,FALSE,NULL,NULL,NULL
SPOP,11254,1,2,NULL,FALSE,NULL,NULL,TRUE
SRC,11283,1,4,NULL,FALSE,TRUE,FALSE,FALSE
SRRM2,16639,0,1,NULL,FALSE,NULL,NULL,NULL
TG,11764,1,2,NULL,FALSE,TRUE,NULL,NULL
TMC6,18021,1,2,NULL,FALSE,TRUE,NULL,NULL
TMC8,20474,1,2,NULL,FALSE,TRUE,NULL,NULL
UBA2,30661,0,1,NULL,FALSE,NULL,NULL,NULL
VDR,12679,0,1,NULL,FALSE,NULL,NULL,NULL
VTRNA2-1,37054,0,1,NULL,FALSE,NULL,NULL,NULL
ABCA5,35,1,1,NULL,NULL,TRUE,NULL,NULL
ABCB11,42,1,1,NULL,NULL,TRUE,NULL,NULL
ABL1,76,2,2,NULL,NULL,TRUE,NULL,TRUE
ACAN,319,1,1,NULL,NULL,TRUE,NULL,NULL
ACVR1,171,1,2,NULL,NULL,TRUE,NULL,FALSE
ADA,186,1,1,NULL,NULL,TRUE,NULL,NULL
ADA2,1839,1,2,NULL,NULL,TRUE,FALSE,NULL
ADH5,253,1,1,NULL,NULL,TRUE,NULL,NULL
ALX3,449,1,1,NULL,NULL,TRUE,NULL,NULL
ANTXR1,21014,1,1,NULL,NULL,TRUE,NULL,NULL
ANTXR2,21732,1,1,NULL,NULL,TRUE,NULL,NULL
AP2S1,565,1,1,NULL,NULL,TRUE,NULL,NULL
ARHGAP26,17073,1,2,NULL,NULL,TRUE,NULL,FALSE
ASCC1,24268,1,1,NULL,NULL,TRUE,NULL,NULL
ASPSCR1,13825,1,2,NULL,NULL,TRUE,NULL,FALSE
ATP2B1,814,1,1,NULL,NULL,TRUE,NULL,NULL
ATP7A,869,1,1,NULL,NULL,TRUE,NULL,NULL
ATP7B,870,1,1,NULL,NULL,TRUE,NULL,NULL
AURKA,11393,1,1,NULL,NULL,TRUE,NULL,NULL
AXIN1,903,2,2,NULL,NULL,TRUE,NULL,TRUE
BAX,959,1,2,NULL,NULL,TRUE,NULL,FALSE
BCL10,989,1,2,NULL,NULL,TRUE,NULL,FALSE
BCR,1014,1,2,NULL,NULL,TRUE,NULL,FALSE
BMP2,1069,1,1,NULL,NULL,TRUE,NULL,NULL
BMPER,24154,1,1,NULL,NULL,TRUE,NULL,NULL
BTK,1133,1,3,NULL,NULL,TRUE,FALSE,FALSE
BUB1,1148,1,2,NULL,NULL,TRUE,FALSE,NULL
C1S,1247,1,1,NULL,NULL,TRUE,NULL,NULL
C2CD3,24564,1,1,NULL,NULL,TRUE,NULL,NULL
CALR,1455,2,2,NULL,NULL,TRUE,NULL,TRUE
CARMIL2,27089,1,1,NULL,NULL,TRUE,NULL,NULL
CASP10,1500,1,2,NULL,NULL,TRUE,FALSE,NULL
CASP8,1509,1,2,NULL,NULL,TRUE,NULL,FALSE
CCL2,10618,1,1,NULL,NULL,TRUE,NULL,NULL
CCM2,21708,1,1,NULL,NULL,TRUE,NULL,NULL
CCND1,1582,1,2,NULL,NULL,TRUE,NULL,FALSE
CD27,11922,1,2,NULL,NULL,TRUE,FALSE,NULL
CD4,1678,1,1,NULL,NULL,TRUE,NULL,NULL
CD70,11937,2,2,NULL,NULL,TRUE,TRUE,NULL
CDH23,13733,1,1,NULL,NULL,TRUE,NULL,NULL
CEP120,26690,1,1,NULL,NULL,TRUE,NULL,NULL
CHIC2,1935,1,2,NULL,NULL,TRUE,NULL,FALSE
CHRNG,1967,1,1,NULL,NULL,TRUE,NULL,NULL
COG1,6545,1,1,NULL,NULL,TRUE,NULL,NULL
COL2A1,2200,1,2,NULL,NULL,TRUE,NULL,FALSE
COL4A5,2207,1,1,NULL,NULL,TRUE,NULL,NULL
CPLANE1,25801,1,1,NULL,NULL,TRUE,NULL,NULL
CREB1,2345,1,2,NULL,NULL,TRUE,NULL,FALSE
CTHRC1,18831,1,1,NULL,NULL,TRUE,NULL,NULL
CTPS1,2519,1,2,NULL,NULL,TRUE,FALSE,NULL
CTSA,9251,1,1,NULL,NULL,TRUE,NULL,NULL
CXCR4,2561,2,3,NULL,NULL,TRUE,FALSE,TRUE
CYP2A6,2610,1,1,NULL,NULL,TRUE,NULL,NULL
CYP2D6,2625,1,1,NULL,NULL,TRUE,NULL,NULL
DCC,2701,1,2,NULL,NULL,TRUE,NULL,FALSE
DDR2,2731,1,2,NULL,NULL,TRUE,NULL,FALSE
DDX59,25360,1,1,NULL,NULL,TRUE,NULL,NULL
DEF6,2760,1,1,NULL,NULL,TRUE,NULL,NULL
DHCR24,2859,1,1,NULL,NULL,TRUE,NULL,NULL
DHCR7,2860,1,1,NULL,NULL,TRUE,NULL,NULL
DHH,2865,1,1,NULL,NULL,TRUE,NULL,NULL
DLC1,2897,1,1,NULL,NULL,TRUE,NULL,NULL
DPM1,3005,1,1,NULL,NULL,TRUE,NULL,NULL
DUT,3078,1,1,NULL,NULL,TRUE,NULL,NULL
DYNC2H1,2962,1,1,NULL,NULL,TRUE,NULL,NULL
DYNC2LI1,24595,1,1,NULL,NULL,TRUE,NULL,NULL
EIF2AK4,19687,1,1,NULL,NULL,TRUE,NULL,NULL
EIF3F,3275,1,1,NULL,NULL,TRUE,NULL,NULL
EP300,3373,2,2,NULL,NULL,TRUE,NULL,TRUE
EPHB2,3393,1,1,NULL,NULL,TRUE,NULL,NULL
ERBB3,3431,2,2,NULL,NULL,TRUE,NULL,TRUE
ERCC6,3438,1,1,NULL,NULL,TRUE,NULL,NULL
ESCO2,27230,1,1,NULL,NULL,TRUE,NULL,NULL
EWSR1,3508,1,2,NULL,NULL,TRUE,NULL,FALSE
EYA1,3519,1,1,NULL,NULL,TRUE,NULL,NULL
F5,3542,1,2,NULL,NULL,TRUE,FALSE,NULL
FAH,3579,1,1,NULL,NULL,TRUE,NULL,NULL
FAM20A,23015,1,1,NULL,NULL,TRUE,NULL,NULL
FASLG,11936,1,2,NULL,NULL,TRUE,FALSE,NULL
FBXO28,29046,1,1,NULL,NULL,TRUE,NULL,NULL
FCHO1,29002,1,1,NULL,NULL,TRUE,NULL,NULL
FCN3,3625,1,1,NULL,NULL,TRUE,NULL,NULL
FGFR1,3688,1,2,NULL,NULL,TRUE,NULL,FALSE
FIBP,3705,1,1,NULL,NULL,TRUE,NULL,NULL
FLNA,3754,1,3,NULL,NULL,TRUE,FALSE,FALSE
FLT3,3765,2,2,NULL,NULL,TRUE,NULL,TRUE
FLT4,3767,2,2,NULL,NULL,TRUE,NULL,TRUE
FUZ,26219,1,1,NULL,NULL,TRUE,NULL,NULL
FZD2,4040,1,1,NULL,NULL,TRUE,NULL,NULL
G6PC1,4056,1,1,NULL,NULL,TRUE,NULL,NULL
GCM2,4198,1,1,NULL,NULL,TRUE,NULL,NULL
GFI1,4237,1,2,NULL,NULL,TRUE,FALSE,NULL
GIMAP5,18005,1,1,NULL,NULL,TRUE,NULL,NULL
GINS1,28980,1,2,NULL,NULL,TRUE,FALSE,NULL
GLI3,4319,1,1,NULL,NULL,TRUE,NULL,NULL
GNB1,4396,1,1,NULL,NULL,TRUE,NULL,NULL
GNPTAB,29670,1,1,NULL,NULL,TRUE,NULL,NULL
GPC6,4454,1,1,NULL,NULL,TRUE,NULL,NULL
GPR101,14963,1,2,NULL,NULL,TRUE,FALSE,NULL
GTF2H5,21157,1,1,NULL,NULL,TRUE,NULL,NULL
H4C5,4790,1,1,NULL,NULL,TRUE,NULL,NULL
H4C9,4793,1,2,NULL,NULL,TRUE,NULL,FALSE
HEATR3,26087,1,1,NULL,NULL,TRUE,NULL,NULL
HLA-DQA1,4942,1,1,NULL,NULL,TRUE,NULL,NULL
HLA-DQB1,4944,1,1,NULL,NULL,TRUE,NULL,NULL
HMMR,5012,1,1,NULL,NULL,TRUE,NULL,NULL
HNF1A,11621,3,3,NULL,NULL,TRUE,TRUE,TRUE
HNF1B,11630,1,2,NULL,NULL,TRUE,FALSE,NULL
HS2ST1,5193,1,1,NULL,NULL,TRUE,NULL,NULL
HSCB,28913,1,1,NULL,NULL,TRUE,NULL,NULL
HSPA9,5244,1,1,NULL,NULL,TRUE,NULL,NULL
IFNG,5438,1,1,NULL,NULL,TRUE,NULL,NULL
IGF2R,5467,1,1,NULL,NULL,TRUE,NULL,NULL
IKZF3,13178,1,2,NULL,NULL,TRUE,NULL,FALSE
IL1B,5992,1,1,NULL,NULL,TRUE,NULL,NULL
IL1RN,6000,1,1,NULL,NULL,TRUE,NULL,NULL
IL6,6018,1,1,NULL,NULL,TRUE,NULL,NULL
IL6ST,6021,1,2,NULL,NULL,TRUE,NULL,FALSE
IL7,6023,1,1,NULL,NULL,TRUE,NULL,NULL
ING1,6062,1,1,NULL,NULL,TRUE,NULL,NULL
INTU,29239,1,1,NULL,NULL,TRUE,NULL,NULL
IPO8,9853,1,1,NULL,NULL,TRUE,NULL,NULL
IRF1,6116,1,1,NULL,NULL,TRUE,NULL,NULL
IVNS1ABP,16951,1,1,NULL,NULL,TRUE,NULL,NULL
JAG1,6188,1,1,NULL,NULL,TRUE,NULL,NULL
KARS1,6215,1,1,NULL,NULL,TRUE,NULL,NULL
KCNH1,6250,1,1,NULL,NULL,TRUE,NULL,NULL
KCTD1,18249,1,1,NULL,NULL,TRUE,NULL,NULL
KDM6B,29012,1,1,NULL,NULL,TRUE,NULL,NULL
KDR,6307,2,2,NULL,NULL,TRUE,NULL,TRUE
KLF6,2235,1,2,NULL,NULL,TRUE,NULL,FALSE
KLHDC8B,28557,1,1,NULL,NULL,TRUE,NULL,NULL
KRIT1,1573,1,1,NULL,NULL,TRUE,NULL,NULL
KRT6B,6444,1,1,NULL,NULL,TRUE,NULL,NULL
LPP,6679,1,2,NULL,NULL,TRUE,NULL,FALSE
LRBA,1742,1,1,NULL,NULL,TRUE,NULL,NULL
LZTS1,13861,1,1,NULL,NULL,TRUE,NULL,NULL
MAD1L1,6762,1,1,NULL,NULL,TRUE,NULL,NULL
MAFA,23145,1,1,NULL,NULL,TRUE,NULL,NULL
MAGT1,28880,2,2,NULL,NULL,TRUE,TRUE,NULL
MAN2C1,6827,1,1,NULL,NULL,TRUE,NULL,NULL
MAP3K8,6860,1,1,NULL,NULL,TRUE,NULL,NULL
MCC,6935,1,1,NULL,NULL,TRUE,NULL,NULL
MCM4,6947,1,1,NULL,NULL,TRUE,NULL,NULL
MDM4,6974,1,2,NULL,NULL,TRUE,NULL,FALSE
MGAT2,7045,1,1,NULL,NULL,TRUE,NULL,NULL
MLLT10,16063,1,2,NULL,NULL,TRUE,NULL,FALSE
MMP1,7155,1,1,NULL,NULL,TRUE,NULL,NULL
MN1,7180,1,2,NULL,NULL,TRUE,NULL,FALSE
MNX1,4979,1,2,NULL,NULL,TRUE,NULL,FALSE
MPL,7217,3,3,NULL,NULL,TRUE,TRUE,TRUE
MPV17,7224,1,1,NULL,NULL,TRUE,NULL,NULL
MSL3,7370,1,1,NULL,NULL,TRUE,NULL,NULL
MST1R,7381,1,1,NULL,NULL,TRUE,NULL,NULL
MSTO1,29678,1,1,NULL,NULL,TRUE,NULL,NULL
MUC5B,7516,1,1,NULL,NULL,TRUE,NULL,NULL
MVK,7530,1,1,NULL,NULL,TRUE,NULL,NULL
MXI1,7534,1,1,NULL,NULL,TRUE,NULL,NULL
MYC,7553,2,2,NULL,NULL,TRUE,NULL,TRUE
MYD88,7562,2,2,NULL,NULL,TRUE,NULL,TRUE
MYH11,7569,1,2,NULL,NULL,TRUE,NULL,FALSE
MYH8,7578,1,1,NULL,NULL,TRUE,NULL,NULL
NDUFAF6,28625,1,1,NULL,NULL,TRUE,NULL,NULL
NEK1,7744,1,1,NULL,NULL,TRUE,NULL,NULL
NLRP1,14374,1,1,NULL,NULL,TRUE,NULL,NULL
NOTCH1,7881,2,2,NULL,NULL,TRUE,NULL,TRUE
NPM1,7910,2,3,NULL,NULL,TRUE,FALSE,TRUE
NQO2,7856,1,1,NULL,NULL,TRUE,NULL,NULL
NR4A3,7982,1,2,NULL,NULL,TRUE,NULL,FALSE
NUMA1,8059,1,2,NULL,NULL,TRUE,NULL,FALSE
NUP214,8064,1,2,NULL,NULL,TRUE,NULL,FALSE
OFD1,2567,1,1,NULL,NULL,TRUE,NULL,NULL
OGG1,8125,1,1,NULL,NULL,TRUE,NULL,NULL
OPCML,8143,1,1,NULL,NULL,TRUE,NULL,NULL
PALLD,17068,1,2,NULL,NULL,TRUE,FALSE,NULL
PBRM1,30064,2,2,NULL,NULL,TRUE,NULL,TRUE
PCGF2,12929,1,1,NULL,NULL,TRUE,NULL,NULL
PDCD10,8761,1,1,NULL,NULL,TRUE,NULL,NULL
PDGFB,8800,1,2,NULL,NULL,TRUE,NULL,FALSE
PDGFRL,8805,1,1,NULL,NULL,TRUE,NULL,NULL
PGM3,8907,2,2,NULL,NULL,TRUE,TRUE,NULL
PHB1,8912,1,1,NULL,NULL,TRUE,NULL,NULL
PICALM,15514,1,2,NULL,NULL,TRUE,NULL,FALSE
PIEZO2,26270,1,1,NULL,NULL,TRUE,NULL,NULL
PIGL,8966,1,1,NULL,NULL,TRUE,NULL,NULL
PLA2G2A,9031,1,1,NULL,NULL,TRUE,NULL,NULL
PLAG1,9045,1,2,NULL,NULL,TRUE,NULL,FALSE
PNP,7892,1,1,NULL,NULL,TRUE,NULL,NULL
POU6F2,21694,1,1,NULL,NULL,TRUE,NULL,NULL
PPP2R1B,9303,1,1,NULL,NULL,TRUE,NULL,NULL
PRCC,9343,1,2,NULL,NULL,TRUE,NULL,FALSE
PRKCD,9399,1,1,NULL,NULL,TRUE,NULL,NULL
PRLR,9446,1,1,NULL,NULL,TRUE,NULL,NULL
PSENEN,30100,1,1,NULL,NULL,TRUE,NULL,NULL
PTPRC,9666,1,2,NULL,NULL,TRUE,NULL,FALSE
PTPRJ,9673,1,1,NULL,NULL,TRUE,NULL,NULL
RAD54B,17228,1,1,NULL,NULL,TRUE,NULL,NULL
RARA,9864,1,2,NULL,NULL,TRUE,NULL,FALSE
RASA1,9871,1,1,NULL,NULL,TRUE,NULL,NULL
RASGRP1,9878,1,2,NULL,NULL,TRUE,FALSE,NULL
RB1CC1,15574,1,1,NULL,NULL,TRUE,NULL,NULL
RBM8A,9905,2,2,NULL,NULL,TRUE,TRUE,NULL
RFWD3,25539,1,2,NULL,NULL,TRUE,NULL,FALSE
RHOH,686,1,2,NULL,NULL,TRUE,NULL,FALSE
RNF139,17023,1,1,NULL,NULL,TRUE,NULL,NULL
RNF6,10069,1,1,NULL,NULL,TRUE,NULL,NULL
RPA1,10289,1,1,NULL,NULL,TRUE,NULL,NULL
RPS14,10387,1,1,NULL,NULL,TRUE,NULL,NULL
RSPO1,21679,1,1,NULL,NULL,TRUE,NULL,NULL
SASH3,15975,1,1,NULL,NULL,TRUE,NULL,NULL
SEC23A,10701,1,1,NULL,NULL,TRUE,NULL,NULL
SERPINA1,8941,1,1,NULL,NULL,TRUE,NULL,NULL
SF3B1,10768,2,2,NULL,NULL,TRUE,NULL,TRUE
SFTPA2,10799,1,1,NULL,NULL,TRUE,NULL,NULL
SH3GL1,10830,1,2,NULL,NULL,TRUE,NULL,FALSE
SH3KBP1,13867,1,1,NULL,NULL,TRUE,NULL,NULL
SHOX,10853,1,1,NULL,NULL,TRUE,NULL,NULL
SLC22A18,10964,1,1,NULL,NULL,TRUE,NULL,NULL
SLC25A13,10983,1,1,NULL,NULL,TRUE,NULL,NULL
SLC26A2,10994,1,1,NULL,NULL,TRUE,NULL,NULL
SLC26A4,8818,1,1,NULL,NULL,TRUE,NULL,NULL
SLC37A4,4061,1,2,NULL,NULL,TRUE,FALSE,NULL
SMAD7,6773,1,1,NULL,NULL,TRUE,NULL,NULL
SMARCAD1,18398,1,1,NULL,NULL,TRUE,NULL,NULL
SMARCD2,11107,1,2,NULL,NULL,TRUE,FALSE,NULL
SMO,11119,2,2,NULL,NULL,TRUE,NULL,TRUE
SOCS1,19383,1,2,NULL,NULL,TRUE,NULL,FALSE
SOX2,11195,1,2,NULL,NULL,TRUE,NULL,FALSE
SOX6,16421,1,1,NULL,NULL,TRUE,NULL,NULL
SPEN,17575,2,2,NULL,NULL,TRUE,NULL,TRUE
SPRTN,25356,1,1,NULL,NULL,TRUE,NULL,NULL
SPTBN1,11275,1,1,NULL,NULL,TRUE,NULL,NULL
SRD5A3,25812,1,1,NULL,NULL,TRUE,NULL,NULL
SRP72,11303,2,2,NULL,NULL,TRUE,TRUE,NULL
SRY,11311,1,1,NULL,NULL,TRUE,NULL,NULL
SSX2,11336,1,2,NULL,NULL,TRUE,NULL,FALSE
STAG3,11356,1,1,NULL,NULL,TRUE,NULL,NULL
STIM1,11386,1,1,NULL,NULL,TRUE,NULL,NULL
STK4,11408,1,1,NULL,NULL,TRUE,NULL,NULL
STS,11425,1,1,NULL,NULL,TRUE,NULL,NULL
SYK,11491,1,2,NULL,NULL,TRUE,NULL,FALSE
TAF15,11547,1,2,NULL,NULL,TRUE,NULL,FALSE
TAL1,11556,1,2,NULL,NULL,TRUE,NULL,FALSE
TAL2,11557,1,2,NULL,NULL,TRUE,NULL,FALSE
TBX2,11597,1,1,NULL,NULL,TRUE,NULL,NULL
TCF3,11633,1,2,NULL,NULL,TRUE,NULL,FALSE
TCTN3,24519,1,1,NULL,NULL,TRUE,NULL,NULL
TET2,25941,2,3,NULL,NULL,TRUE,FALSE,TRUE
TFAP2A,11742,1,1,NULL,NULL,TRUE,NULL,NULL
TFE3,11752,1,2,NULL,NULL,TRUE,NULL,FALSE
TGFBR1,11772,1,1,NULL,NULL,TRUE,NULL,NULL
TGFBR2,11773,2,3,NULL,NULL,TRUE,FALSE,TRUE
TIAM1,11805,1,1,NULL,NULL,TRUE,NULL,NULL
TJP2,11828,1,1,NULL,NULL,TRUE,NULL,NULL
TLR2,11848,1,1,NULL,NULL,TRUE,NULL,NULL
TMEM107,28128,1,1,NULL,NULL,TRUE,NULL,NULL
TNFRSF10B,11905,1,1,NULL,NULL,TRUE,NULL,NULL
TNFRSF13B,18153,1,1,NULL,NULL,TRUE,NULL,NULL
TNFRSF4,11918,1,1,NULL,NULL,TRUE,NULL,NULL
TPP2,12016,1,1,NULL,NULL,TRUE,NULL,NULL
TREX1,12269,1,1,NULL,NULL,TRUE,NULL,NULL
TTC7A,19750,1,1,NULL,NULL,TRUE,NULL,NULL
TUBB,20778,1,1,NULL,NULL,TRUE,NULL,NULL
TULP3,12425,1,1,NULL,NULL,TRUE,NULL,NULL
TWIST1,12428,1,1,NULL,NULL,TRUE,NULL,NULL
TYMS,12441,1,1,NULL,NULL,TRUE,NULL,NULL
UBA1,12469,1,1,NULL,NULL,TRUE,NULL,NULL
UROD,12591,1,1,NULL,NULL,TRUE,NULL,NULL
USP8,12631,1,2,NULL,NULL,TRUE,NULL,FALSE
VANGL1,15512,1,1,NULL,NULL,TRUE,NULL,NULL
VANGL2,15511,1,1,NULL,NULL,TRUE,NULL,NULL
VPS16,14584,1,1,NULL,NULL,TRUE,NULL,NULL
WDPCP,28027,1,1,NULL,NULL,TRUE,NULL,NULL
WNT10A,13829,1,1,NULL,NULL,TRUE,NULL,NULL
WWOX,12799,1,1,NULL,NULL,TRUE,NULL,NULL
XRCC3,12830,1,2,NULL,NULL,TRUE,FALSE,NULL
ZFHX3,777,2,2,NULL,NULL,TRUE,NULL,TRUE
ZSWIM6,29316,1,1,NULL,NULL,TRUE,NULL,NULL
ABCA3,33,0,1,NULL,NULL,NULL,FALSE,NULL
ABCB7,48,0,1,NULL,NULL,NULL,FALSE,NULL
ABCG5,13886,0,1,NULL,NULL,NULL,FALSE,NULL
ABCG8,13887,0,1,NULL,NULL,NULL,FALSE,NULL
ACTB,132,0,1,NULL,NULL,NULL,FALSE,NULL
ACTN1,163,0,1,NULL,NULL,NULL,FALSE,NULL
ACVRL1,175,0,1,NULL,NULL,NULL,FALSE,NULL
ADAMTS13,1366,0,1,NULL,NULL,NULL,FALSE,NULL
AK1,361,0,1,NULL,NULL,NULL,FALSE,NULL
AK2,362,0,1,NULL,NULL,NULL,FALSE,NULL
ALAS2,397,0,1,NULL,NULL,NULL,FALSE,NULL
AMN,14604,0,1,NULL,NULL,NULL,FALSE,NULL
ANK1,492,0,2,NULL,NULL,NULL,FALSE,FALSE
AP3B1,566,0,1,NULL,NULL,NULL,FALSE,NULL
AP3D1,568,0,1,NULL,NULL,NULL,FALSE,NULL
APOA1,600,0,1,NULL,NULL,NULL,FALSE,NULL
APOA2,601,0,1,NULL,NULL,NULL,FALSE,NULL
ARMC5,25781,0,1,NULL,NULL,NULL,FALSE,NULL
ARPC1B,704,0,1,NULL,NULL,NULL,FALSE,NULL
BLOC1S3,20914,0,1,NULL,NULL,NULL,FALSE,NULL
BLOC1S6,8549,0,1,NULL,NULL,NULL,FALSE,NULL
CARD11,16393,1,2,NULL,NULL,NULL,FALSE,TRUE
CD40LG,11935,0,1,NULL,NULL,NULL,FALSE,NULL
CD59,1689,0,1,NULL,NULL,NULL,FALSE,NULL
CDAN1,1713,0,1,NULL,NULL,NULL,FALSE,NULL
CDC42,1736,0,1,NULL,NULL,NULL,FALSE,NULL
CDIN1,26929,0,1,NULL,NULL,NULL,FALSE,NULL
CDKN1A,1784,0,2,NULL,NULL,NULL,FALSE,FALSE
CDKN2C,1789,0,2,NULL,NULL,NULL,FALSE,FALSE
CEP57,30794,1,1,NULL,NULL,NULL,TRUE,NULL
CFTR,1884,0,1,NULL,NULL,NULL,FALSE,NULL
CHEK1,1925,0,1,NULL,NULL,NULL,FALSE,NULL
CLCN7,2025,0,1,NULL,NULL,NULL,FALSE,NULL
CLPB,30664,0,1,NULL,NULL,NULL,FALSE,NULL
CSF2RA,2435,0,1,NULL,NULL,NULL,FALSE,NULL
CST3,2475,0,1,NULL,NULL,NULL,FALSE,NULL
CTLA4,2505,1,1,NULL,NULL,NULL,TRUE,NULL
CTSC,2528,0,1,NULL,NULL,NULL,FALSE,NULL
CUBN,2548,0,1,NULL,NULL,NULL,FALSE,NULL
CYB5R3,2873,0,1,NULL,NULL,NULL,FALSE,NULL
